Geração Tamanho
7458973 2221346.895939
7464554 2220805.681770
7470143 2220612.351571
7475731 2220510.719939
7481306 2220371.635728
7486882 2220306.255785
7492460 2220188.487759
7498043 2219658.463127
7503631 2219512.055844
7509218 2219422.155351
7514803 2219422.155351
7520393 2219385.880458
7525979 2219061.079444
7531568 2218967.815769
7537150 2218967.815769
7542726 2218846.151645
7548299 2218378.444326
7553878 2218100.416881
7559465 2218081.771413
7565055 2218039.847257
7570647 2217944.078594
7576234 2217754.183570
7581819 2217657.113582
7587411 2217630.594454
7592990 2217325.118091
7598567 2217189.782947
7604138 2217110.068353
7609719 2217047.801715
7615306 2216887.452847
7620896 2216682.925547
7626473 2216628.624170
7631909 2216507.020610
7637471 2216442.756594
7643051 2216433.999256
7648619 2215909.176889
7654196 2215469.596837
7659769 2215417.107447
7665347 2215238.849300
7670917 2215238.849300
7676492 2215138.533026
7682062 2214434.198418
7687639 2213959.658658
7693208 2213663.264572
7698787 2213549.140844
7704360 2213548.697914
7709941 2213504.498818
7715515 2213242.504310
7721091 2212829.030908
7726663 2212796.807804
7732240 2212584.230554
7737799 2212069.764327
7743370 2212069.764327
7748929 2210939.799605
7754385 2210691.000295
7759649 2210383.519866
7764988 2209872.926873
7770576 2209530.486352
7776010 2209011.676136
7781458 2209011.676136
7786885 2208751.426676
7792472 2208751.426676
7798058 2208751.426676
7803637 2208682.265140
7809218 2208597.556482
7814803 2208358.141564
7820229 2207954.831471
7825816 2207954.831471
7831404 2207664.247465
7836966 2207588.591712
7842542 2206137.128091
7848112 2206135.806954
7853573 2205911.234564
7859152 2205572.287356
7864731 2205571.512468
7870297 2205250.996655
7875862 2204999.973298
7881431 2204327.798462
7886997 2204193.334248
7892554 2204019.898381
7898115 2203887.800771
7903669 2203065.534901
7909234 2202917.337554
7914794 2202551.182127
7920350 2202524.171838
7925917 2202524.171838
7931479 2202457.957795
7937054 2202417.093250
7942625 2202410.880295
7948178 2202354.884007
7953741 2202336.535494
7959283 2202107.258555
7964868 2202107.258555
7970445 2202012.180506
7976018 2201795.502234
7981586 2201391.322336
7987151 2201144.672882
7992734 2200931.507660
7998313 2200249.837904
